N,P,K,temperature,humidity,ph,rainfall,season,label
67,37,26,21.3,61.1,6.5,91.4,Winter,orange
63,20,34,19.2,49.7,7.4,107.8,Winter,grapes
65,28,24,14.9,46.3,6.4,72.6,Winter,potato
84,42,37,28.9,80.6,6.6,132.7,Spring,papaya
52,18,31,12.0,58.7,5.6,57.5,Winter,carrot
64,25,25,16.8,51.0,5.8,59.4,Winter,grapes
67,46,37,25.6,65.2,6.0,152.3,Spring,maize
65,31,28,8.7,69.0,6.6,112.4,Winter,apple
61,30,31,31.9,77.2,6.2,82.5,Summer,mango
93,40,58,24.3,79.3,6.9,286.0,Summer,banana
67,34,27,26.2,71.1,5.8,130.8,Spring,tomato
50,55,43,18.9,73.8,7.2,131.5,Winter,wheat
67,40,39,28.5,73.4,5.5,144.1,Spring,maize
72,40,31,23.3,60.8,6.0,156.0,Summer,soybean
84,42,45,30.5,83.0,5.7,280.7,Summer,banana
61,35,40,25.3,74.6,6.9,72.9,Spring,maize
68,44,32,11.3,53.4,5.7,132.8,Winter,apple
65,38,34,33.1,59.1,6.4,168.2,Summer,soybean
46,20,28,14.1,47.9,5.8,43.6,Winter,potato
61,39,44,29.8,70.5,6.4,125.8,Spring,maize
55,50,40,8.6,47.5,6.9,95.8,Winter,apple
46,27,30,8.9,69.1,5.6,90.1,Winter,potato
65,36,44,24.8,80.7,6.5,139.3,Spring,papaya
75,50,32,15.7,66.5,6.1,69.1,Winter,apple
58,29,38,25.4,56.2,6.5,88.5,Spring,tomato
58,20,38,29.7,61.5,6.3,76.6,Spring,tomato
81,42,33,27.4,78.6,6.8,158.7,Summer,soybean
93,38,37,21.4,89.2,6.3,193.2,Summer,rice
80,43,40,24.6,61.3,6.4,163.1,Spring,maize
76,39,40,26.9,80.4,5.8,166.2,Summer,banana
80,35,48,28.3,69.2,5.6,159.9,Summer,mango
49,27,33,19.7,53.4,6.0,67.7,Winter,potato
50,35,26,13.6,67.7,6.1,90.5,Winter,onion
53,34,35,12.0,59.7,6.6,65.5,Winter,carrot
94,47,47,22.5,80.3,5.8,221.2,Summer,rice
59,25,34,16.8,49.1,6.0,61.1,Winter,carrot
52,25,40,23.9,66.2,6.7,57.3,Spring,tomato
75,40,45,11.5,71.0,7.3,146.7,Winter,wheat
58,24,16,19.1,46.4,6.0,59.8,Winter,carrot
81,37,39,21.7,74.3,6.3,241.1,Summer,rice
53,26,21,31.3,51.2,7.4,113.9,Autumn,cotton
72,40,39,25.4,74.7,7.0,120.4,Summer,soybean
44,32,33,15.7,48.4,6.8,83.5,Winter,potato
51,37,44,10.1,72.6,6.8,120.9,Winter,orange
62,37,27,24.0,50.7,6.9,79.1,Spring,tomato
83,45,49,24.9,64.2,6.3,102.2,Summer,mango
59,31,29,12.4,54.3,6.9,121.9,Winter,orange
66,45,43,33.6,79.7,7.2,192.6,Summer,mango
68,31,30,20.2,56.1,6.7,123.1,Spring,maize
96,33,44,27.0,75.8,5.7,210.7,Summer,banana
67,20,20,22.4,57.9,6.2,106.7,Spring,tomato
68,26,39,28.3,65.4,6.6,56.6,Spring,tomato
90,48,40,23.5,76.6,5.6,265.8,Summer,rice
54,21,40,30.0,53.8,6.9,110.7,Spring,tomato
77,36,29,25.2,83.7,6.9,162.3,Spring,papaya
65,47,30,24.9,71.1,5.7,127.6,Spring,maize
41,29,31,16.0,64.1,6.0,47.9,Winter,onion
63,36,29,22.7,66.7,6.1,138.7,Spring,papaya
94,50,44,27.5,86.0,6.2,184.2,Summer,banana
57,16,23,16.3,68.5,6.2,40.9,Winter,onion
35,26,22,10.2,51.4,5.6,75.3,Winter,onion
66,36,25,29.9,53.8,7.0,73.3,Spring,tomato
77,45,44,19.1,74.4,5.8,103.5,Spring,maize
63,34,31,33.5,58.1,7.3,174.1,Summer,soybean
61,23,37,27.7,47.6,6.9,62.7,Autumn,cotton
75,27,25,31.9,65.0,7.0,138.9,Summer,soybean
49,32,34,12.1,52.2,6.2,90.8,Winter,onion
74,40,41,20.9,71.5,5.6,175.8,Spring,maize
73,31,40,15.5,61.5,5.9,102.9,Winter,orange
51,35,21,13.3,66.7,6.2,50.7,Winter,potato
64,20,32,27.5,57.9,7.5,64.7,Autumn,cotton
83,49,44,19.7,60.4,5.7,91.8,Spring,maize
60,60,31,15.6,74.9,6.0,83.6,Winter,wheat
54,29,22,11.3,52.6,6.1,70.0,Winter,potato
51,47,40,10.7,56.8,6.5,68.7,Winter,apple
66,37,32,33.2,71.8,6.3,135.1,Spring,papaya
74,51,41,18.9,70.3,6.2,135.0,Winter,wheat
77,60,38,10.3,61.6,6.9,113.8,Winter,wheat
61,40,27,13.0,58.0,7.0,47.3,Winter,grapes
53,40,39,14.4,63.9,6.3,107.6,Winter,grapes
90,35,44,32.3,75.1,6.3,161.9,Summer,banana
74,35,28,28.4,74.6,6.1,94.0,Summer,soybean
56,40,25,25.2,58.3,6.5,131.8,Spring,tomato
46,20,25,15.8,57.3,5.7,69.5,Winter,carrot
